raw_text,aspectTerms
"Guacamole + shrimp appetizer was really great , we both had the filet , very good , did n't much like the frites that came with , but the filet was so good , neither of us cared .","[{'term':'frites', 'polarity':'negative'}]"
"Guacamole + shrimp appetizer was really great , we both had the filet , very good , did n't much like the frites that came with , but the filet was so good , neither of us cared .","[{'term':'filet', 'polarity':'positive'}]"
The lunch special is an asbolute steal .,"[{'term':'lunch special', 'polarity':'positive'}]"
This food is asian-air fusion .,"[{'term':'food', 'polarity':'none'}]"
Nothing fancy but really good food with pretty reasonable price .,"[{'term':'food', 'polarity':'positive'}]"
Nothing fancy but really good food with pretty reasonable price .,"[{'term':'price', 'polarity':'positive'}]"
"The chicken pot pie is excpetiona , the cheeseburger huge and delictable , and the service professional wan warm .","[{'term':'The chicken pot pie', 'polarity':'positive'}]"
"The chicken pot pie is excpetiona , the cheeseburger huge and delictable , and the service professional wan warm .","[{'term':'cheeseburger', 'polarity':'positive'}]"
"The chicken pot pie is excpetiona , the cheeseburger huge and delictable , and the service professional wan warm .","[{'term':'service', 'polarity':'positive'}]"
"While I quite liked the food and the ambience , I 'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window .","[{'term':'food', 'polarity':'positive'}]"
"While I quite liked the food and the ambience , I 'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window .","[{'term':'ambience', 'polarity':'positive'}]"
Once for dinner and once for brunch .,"[{'term':'dinner', 'polarity':'none'}]"
Once for dinner and once for brunch .,"[{'term':'brunch', 'polarity':'none'}]"
Not worth the prices .,"[{'term':'prices', 'polarity':'negative'}]"
From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic .,"[{'term':'staff', 'polarity':'positive'}]"
Service was good and food is wonderful .,"[{'term':'Service', 'polarity':'positive'}]"
Service was good and food is wonderful .,"[{'term':'food', 'polarity':'positive'}]"
She gets 10 for her excellent service and advice .,"[{'term':'service', 'polarity':'positive'}]"
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,"[{'term':'meal', 'polarity':'positive'}]"
"being a fan of spicy ethnic foods , indian included , i made friends with this place long ago .","[{'term':'spicy ethnic foods', 'polarity':'positive'}]"
And I say snacking because it really is not set up to be a proper dinner .,"[{'term':'dinner', 'polarity':'negative'}]"
And I say snacking because it really is not set up to be a proper dinner .,"[{'term':'snacking', 'polarity':'none'}]"
The quality of food at this restaurant accompanied by fantastic live jazz makes this place a perfect 10 !,"[{'term':'quality of food', 'polarity':'positive'}]"
The quality of food at this restaurant accompanied by fantastic live jazz makes this place a perfect 10 !,"[{'term':'live jazz', 'polarity':'positive'}]"
"I have eaten at Saul , many times , the food is always consistently , outrageously good .","[{'term':'food', 'polarity':'positive'}]"
-LRB- Always ask the bartender for the SEASONAL beer !!!,"[{'term':'SEASONAL beer', 'polarity':'positive'}]"
-LRB- Always ask the bartender for the SEASONAL beer !!!,"[{'term':'bartender', 'polarity':'none'}]"
"If your visiting , you 'll enjoy the ambiance and the fact that it 's in Time Sq. . .","[{'term':'ambiance', 'polarity':'positive'}]"
"We were on our way back to NJ , and since I am in NY , we figured why not grab some food ?","[{'term':'food', 'polarity':'none'}]"
Service and food is what any one would expect when spending that type of money .,"[{'term':'Service', 'polarity':'none'}]"
Service and food is what any one would expect when spending that type of money .,"[{'term':'food', 'polarity':'none'}]"
LOVE the atmosphere - felt like I was in Paris .,"[{'term':'atmosphere', 'polarity':'positive'}]"
Every course was better than the next .,"[{'term':'course', 'polarity':'positive'}]"
The staff is incredibly helpful and attentive .,"[{'term':'staff', 'polarity':'positive'}]"
"If presentation and service is your thing , then this magic show works .","[{'term':'service', 'polarity':'positive'}]"
"Apparently , the good cook works then .","[{'term':'cook', 'polarity':'positive'}]"
The Yellowtail was particularly good as well .,"[{'term':'Yellowtail', 'polarity':'positive'}]"
I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil .,"[{'term':'clams oreganta', 'polarity':'positive'}]"
I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil .,"[{'term':'salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil', 'polarity':'positive'}]"
"The menu changed , portions were even smaller than before , a lentil dish was salty beyond edibility , a basmati rice dish lacked flavor .","[{'term':'menu', 'polarity':'negative'}]"
"The menu changed , portions were even smaller than before , a lentil dish was salty beyond edibility , a basmati rice dish lacked flavor .","[{'term':'portions', 'polarity':'negative'}]"
"The menu changed , portions were even smaller than before , a lentil dish was salty beyond edibility , a basmati rice dish lacked flavor .","[{'term':'lentil dish', 'polarity':'negative'}]"
"The menu changed , portions were even smaller than before , a lentil dish was salty beyond edibility , a basmati rice dish lacked flavor .","[{'term':'basmati rice dish', 'polarity':'negative'}]"
"The menu changed , portions were even smaller than before , a lentil dish was salty beyond edibility , a basmati rice dish lacked flavor .","[{'term':'flavor', 'polarity':'negative'}]"
"Spice is sleek , modern and cool with a menu that will not hurt your wallet .","[{'term':'menu', 'polarity':'positive'}]"
Patroon features a nice cigar bar and has great staff .,"[{'term':'cigar bar', 'polarity':'positive'}]"
Patroon features a nice cigar bar and has great staff .,"[{'term':'staff', 'polarity':'positive'}]"
Very affordable and excellent ambient !,"[{'term':'ambient', 'polarity':'positive'}]"
"More important , the sushi rivals the best in Tokyo .","[{'term':'sushi', 'polarity':'positive'}]"
I have never had cheescake like this .,"[{'term':'cheescake', 'polarity':'positive'}]"
"My co-workers had to wait almost an hour for delivery , only to discover that what they got was not what they ordered .","[{'term':'delivery', 'polarity':'negative'}]"
Its a go-to for dates as well as entertaining out of town guests .,"[{'term':'entertaining', 'polarity':'positive'}]"
Why do people rave about the ambience .,"[{'term':'ambience', 'polarity':'negative'}]"
Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished .,"[{'term':'drink', 'polarity':'none'}]"
"Fluke sashimi drizzled with jalapeno-lime olive oil , the fruit of the oil nicely highlighting the fish 's sweetness .","[{'term':'Fluke sashimi', 'polarity':'positive'}]"
"Fluke sashimi drizzled with jalapeno-lime olive oil , the fruit of the oil nicely highlighting the fish 's sweetness .","[{'term':'jalapeno-lime olive oil', 'polarity':'positive'}]"
"Fluke sashimi drizzled with jalapeno-lime olive oil , the fruit of the oil nicely highlighting the fish 's sweetness .","[{'term':'fruit of the oil', 'polarity':'positive'}]"
"Fluke sashimi drizzled with jalapeno-lime olive oil , the fruit of the oil nicely highlighting the fish 's sweetness .","[{'term':'fish', 'polarity':'positive'}]"
Great sushi experience .,"[{'term':'sushi', 'polarity':'positive'}]"
"If you 're looking for a great meal at a decent price , go to Del Frisco 's !","[{'term':'meal', 'polarity':'positive'}]"
"If you 're looking for a great meal at a decent price , go to Del Frisco 's !","[{'term':'price', 'polarity':'positive'}]"
They charge $ 6.00 for rice .,"[{'term':'rice', 'polarity':'negative'}]"
My steak au poivre was one of the worst I 've had .,"[{'term':'steak au poivre', 'polarity':'negative'}]"
The owner and staff are all Japanese as well and that adds to the entire ambiance .,"[{'term':'staff', 'polarity':'positive'}]"
The owner and staff are all Japanese as well and that adds to the entire ambiance .,"[{'term':'ambiance', 'polarity':'positive'}]"
The owner and staff are all Japanese as well and that adds to the entire ambiance .,"[{'term':'owner', 'polarity':'positive'}]"
"Try the congee and the donut like deep fried dough they call Ow Ley Soh , a delicious and sweet tasting bread .","[{'term':'congee', 'polarity':'positive'}]"
"Try the congee and the donut like deep fried dough they call Ow Ley Soh , a delicious and sweet tasting bread .","[{'term':'bread', 'polarity':'positive'}]"
"Try the congee and the donut like deep fried dough they call Ow Ley Soh , a delicious and sweet tasting bread .","[{'term':'donut like deep fried dough they call Ow Ley Soh', 'polarity':'positive'}]"
"Although the tables may be closely situated , the candle-light , food-quality and service overcompensate .","[{'term':'candle-light', 'polarity':'positive'}]"
"Although the tables may be closely situated , the candle-light , food-quality and service overcompensate .","[{'term':'food-quality', 'polarity':'positive'}]"
"Although the tables may be closely situated , the candle-light , food-quality and service overcompensate .","[{'term':'service', 'polarity':'positive'}]"
"Although the tables may be closely situated , the candle-light , food-quality and service overcompensate .","[{'term':'tables', 'polarity':'negative'}]"
The food was delicious and the waiter was incredibly helpful and attentive -LRB- considering we were the only ones there for the first hour -RRB- .,"[{'term':'food', 'polarity':'positive'}]"
The food was delicious and the waiter was incredibly helpful and attentive -LRB- considering we were the only ones there for the first hour -RRB- .,"[{'term':'waiter', 'polarity':'positive'}]"
